@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
80,"F",1996,1.82,1.33,"7","0",186,1
84,"M",1996,1.08,1.95,"6","0",1856,1
52,"M",1996,0.91,1.76,"5","0",4704,0
73,"F",1996,0.85,1.16,"2","0",4026,1
61,"F",1998,1.65,1.62,"7","0",3974,0
82,"M",1996,2.2,2.94,"10","0",641,1
50,"M",1997,1.26,1.47,"5","0",4220,0
73,"F",2001,0.835,1.02,"2","0",2927,0
67,"M",1998,0.896,1.16,"2","0",4016,0
73,"F",1996,0.51,0.98,"1","0",4865,0
56,"F",1995,1.01,1.75,"5","0",4963,0
69,"M",1995,1.03,1.85,"6","0",5046,0
59,"M",1996,1.18,1.27,"4","0",4878,0
50,"M",1996,1.37,1.57,"6","0",4906,0
62,"M",1996,1.15,0.73,"2","0",4822,0
72,"F",1997,1.66,1.64,"7","0",4488,0
62,"F",1996,1.32,1.66,"6","0",4786,0
94,"F",1996,1.8,2.29,"9","0",1903,1
56,"M",1998,0.968,0.929,"2","0",4052,0
65,"F",1997,0.324,1.02,"1","0",4248,0
82,"F",1996,0.61,0.89,"1","0",4721,1
73,"M",1997,1.3,1.46,"5","0",54,1
50,"F",1996,1.34,1.81,"7","0",4625,0
81,"F",1996,2.38,2.46,"10","0",4709,0
61,"F",1996,0.97,0.98,"2","0",4831,0
76,"F",1996,2.82,4.11,"10","0",1628,1
74,"M",1998,1.5,1.83,"7","0",1212,0
51,"M",2003,1.87,2.12,"9","0",2314,0
57,"M",1996,16.4,26.6,"10","0",376,1
71,"M",1995,0.65,1,"1","0",9,1
53,"F",1995,0.97,1.58,"4","0",4970,0
74,"F",1996,1.39,1.85,"7","0",4300,0
65,"F",1997,1.38,1.43,"6","0",4369,0
69,"M",1998,3.25,2.18,"10","0",3204,1
77,"F",1996,1.04,0.96,"2","0",2084,0
54,"F",1996,0.87,1.43,"3","0",4890,0
90,"F",1996,2.48,1.9,"9","0",997,1
68,"F",2000,2.59,2.38,"10","0",3340,0
80,"F",1995,1.71,1.62,"7","0",635,1
51,"M",1996,1.43,1.32,"5","0",4839,0
70,"M",1996,1.26,0.833,"3","0",4736,0
54,"M",2000,0.865,1.36,"3","0",832,1
68,"F",1997,0.839,1.36,"3","0",4326,0
63,"M",1996,1.09,1.86,"6","0",4925,0
53,"M",1997,0.836,1.26,"3","0",2688,0
78,"M",1996,2.19,1.57,"8","0",3906,1
77,"F",1997,0.922,1.13,"2","0",4551,0
53,"F",2003,1.13,1.75,"6","0",2261,0
55,"F",1996,1.07,1.27,"4","0",4898,0
66,"M",1996,0.94,1.73,"5","0",4906,0
72,"F",1996,2.06,2.8,"10","0",4877,0
75,"M",1998,3.51,2.36,"10","0",104,1
85,"M",1995,2.28,3.22,"10","0",1295,1
68,"F",1997,0.817,0.446,"1","1",4305,0
55,"M",1995,1.45,1.85,"7","0",4978,0
51,"M",2003,1.48,1.5,"6","0",2311,0
60,"M",1996,1.37,1.41,"5","0",4667,0
64,"M",1995,1.32,1.45,"5","0",4990,0
73,"F",1996,1.57,1.53,"7","0",4647,0
66,"M",1996,1.2,1.38,"5","0",52,1
55,"M",1997,1.53,1.04,"5","0",2688,0
53,"M",1995,0.55,1.18,"1","0",5132,0
96,"F",1997,2.1,2.29,"9","0",691,1
54,"M",1997,1.07,1.49,"5","0",4422,0
67,"F",1995,0.73,1.35,"2","0",4976,0
59,"F",1997,1.93,2.31,"9","0",4367,0
72,"F",1995,1.52,1.75,"7","0",949,1
68,"M",1999,1.43,2.36,"8","0",3752,0
68,"M",1996,1.49,1.81,"7","0",1224,1
64,"M",1996,1.69,1.99,"8","0",4702,0
84,"F",1995,2.84,3.38,"10","0",3020,1
79,"F",1996,1.22,1.65,"6","0",2837,1
52,"M",1996,1.1,2.08,"7","0",4829,0
62,"M",1996,1.14,1.57,"5","0",4697,0
51,"F",1996,1.47,1.24,"5","0",4666,0
65,"F",1996,0.85,1.17,"2","0",4830,0
78,"M",1996,0.76,0.99,"1","0",243,1
63,"F",1995,0.91,1.84,"5","0",70,1
63,"F",1996,0.92,1.05,"2","0",4843,0
56,"M",1995,1.43,1.11,"4","0",4978,0
68,"M",1996,1.85,1.71,"8","0",437,0
57,"M",1997,0.822,1.55,"4","0",4303,0
56,"M",1996,0.84,0.67,"1","0",4838,0
59,"F",1996,0.288,0.997,"1","0",4779,0
88,"F",1996,3.01,2.76,"10","0",1410,1
51,"F",1996,1.67,1.37,"6","0",4632,0
71,"M",1997,1.2,2.19,"8","0",2611,1
58,"F",1996,0.999,3.42,"9","0",4768,0
54,"M",1998,1.68,1.5,"7","0",4141,0
55,"F",1996,1.03,1.04,"2","0",4890,0
72,"F",1997,1.87,1.81,"8","0",3333,0
76,"M",1996,1.13,1.3,"4","0",527,1
61,"F",1999,1.09,1.1,"3","0",3700,0
77,"M",1996,1.63,1.46,"7","0",1601,1
63,"F",1999,0.942,0.996,"2","0",3787,0
66,"F",1995,1.42,1.8,"7","0",4978,0
70,"M",1996,2.78,3.98,"10","0",2892,1
59,"F",1995,0.73,0.69,"1","0",3123,1
73,"F",1996,0.97,0.89,"2","0",1082,1
64,"M",1996,1.22,1.7,"6","0",3856,1
58,"F",1997,0.233,0.446,"1","0",4281,0
69,"M",1996,1.54,1.87,"8","0",4907,0
82,"F",1996,1.25,1.43,"5","0",2517,1
71,"M",1996,1.64,1.76,"8","0",4802,0
61,"M",2000,1.13,1.13,"3","0",749,0
65,"F",1995,1.11,1.63,"5","0",4946,0
52,"M",2003,1.49,1.32,"6","0",1945,0
50,"F",1995,0.6,1.79,"4","0",4963,0
52,"F",2001,1.57,1.17,"5","0",3010,0
79,"F",1997,0.383,1.64,"2","1",4512,0
51,"F",2003,1.52,1.74,"7","0",1751,0
64,"F",2003,1.67,2.72,"9","0",2302,0
50,"F",1998,1.19,1.25,"4","0",3995,0
62,"M",1996,2.24,1.74,"9","0",4911,0
53,"M",1996,1.09,2.93,"9","0",4820,0
63,"M",1996,0.91,1.65,"5","0",4852,0
63,"M",1999,2.36,1.84,"9","0",2665,1
52,"F",1997,0.977,1.33,"3","0",4355,0
67,"M",1996,1.69,1.6,"7","0",4901,0
70,"M",1996,1.89,1.46,"7","0",4657,1
77,"M",1996,1.82,1.35,"7","0",4634,0
52,"M",1995,1.17,1.38,"4","0",4969,0
65,"M",1996,1.17,0.88,"2","0",1844,1
56,"M",1996,0.83,1.06,"2","0",4842,0
50,"M",1997,1.23,1.56,"5","0",4313,0
75,"F",1997,1.15,1.82,"6","0",4389,0
56,"F",2000,0.806,1.25,"2","0",3415,0
52,"M",1995,0.85,1.34,"3","0",4967,0
72,"F",1996,1.44,1.85,"7","0",4774,0
68,"F",1997,0.721,0.485,"1","0",2420,1
60,"F",2000,0.753,0.982,"1","0",3395,0
69,"M",1996,1.51,2.1,"8","0",4666,0
51,"F",1997,0.732,1.68,"4","0",4387,0
58,"F",1996,0.577,1.48,"2","0",374,0
50,"M",1997,0.771,1.32,"3","0",251,1
83,"F",1998,2.32,2.36,"9","0",909,1
79,"F",1996,1.29,2.88,"9","0",3155,1
76,"F",1999,1.21,1.95,"7","0",3551,0
56,"F",1996,2.32,1.85,"9","0",4582,0
66,"M",2003,1.92,2,"9","0",2296,0
63,"F",1995,0.55,0.63,"1","0",4995,0
50,"M",1996,1.2,1.24,"4","0",4167,1
61,"F",1995,1.11,1.53,"5","0",4997,0
50,"M",2000,1.18,1.37,"4","0",1468,1
61,"F",1998,1.26,1.15,"4","0",4004,0
77,"F",1996,1.13,1.02,"3","0",4641,0
72,"F",1996,0.89,1.62,"4","0",4682,0
50,"F",1996,1.15,1.55,"5","0",4603,0
56,"M",1996,0.9,1.34,"3","0",4883,0
77,"F",1995,0.95,1.08,"2","0",4622,1
58,"M",1998,1.92,3.02,"10","0",1708,0
61,"F",1997,1.33,3.91,"10","0",1814,0
73,"F",1997,1.97,1.34,"7","0",4540,0
75,"F",1996,1.51,2.59,"9","0",4872,0
52,"F",1998,1.04,0.634,"1","0",4186,0
61,"F",1996,1.18,1.03,"3","0",4899,0
73,"M",1996,0.861,1.29,"3","0",4691,0
61,"F",1997,0.944,0.972,"2","0",4415,0
51,"F",2003,0.724,0.885,"1","0",2301,0
51,"M",1999,1.18,1.19,"4","0",3606,0
67,"M",1998,1.16,1.76,"6","0",4064,0
84,"F",1997,0.337,0.854,"1","0",112,1
58,"M",1998,1.94,3.76,"10","0",3910,0
66,"M",1997,1.63,1.69,"7","0",4254,0
50,"F",1999,0.884,0.897,"2","0",3653,0
54,"M",1998,0.971,1.34,"3","0",4038,0
60,"M",1996,2.44,1.55,"9","0",4348,0
71,"M",1996,1.74,1.76,"8","0",508,1
62,"F",1998,1.49,2.03,"8","0",3994,0
50,"F",1997,0.688,1.37,"2","0",4306,0
73,"M",1996,2.26,1.44,"8","0",4682,0
52,"F",1999,1.05,1.43,"4","0",3487,0
57,"F",1997,0.963,1.23,"3","0",4536,0
60,"F",1996,0.5,1.03,"1","0",4808,0
72,"M",1999,2.18,1.72,"9","0",3613,0
50,"M",1996,0.754,1.31,"2","0",4674,0
63,"F",1995,0.31,1.15,"1","0",4961,0
52,"M",1996,1.02,1.25,"3","0",4849,0
63,"F",1996,0.56,1.34,"2","0",4885,0
50,"M",1998,1.41,1.59,"6","0",4061,0
74,"M",1998,2.72,2.95,"10","0",685,1
50,"F",1997,0.177,0.983,"1","1",4290,0
73,"F",1996,1.82,4.24,"10","0",4866,0
63,"M",1996,1.77,1.19,"6","0",55,1
72,"F",1998,1.68,1.74,"8","0",2761,1
67,"F",1997,0.728,1.33,"2","0",4373,0
52,"M",1998,2.03,1.55,"8","0",4026,0
55,"M",1996,1.3,1.11,"4","0",4752,0
63,"M",1997,1.08,1.18,"3","0",4421,0
77,"M",1996,1.13,2.14,"7","0",2303,1
82,"F",2003,1.55,2.09,"8","0",622,1
72,"F",1996,1.82,1.84,"8","0",5,1
61,"F",1995,1.29,1.48,"5","0",4999,0
59,"F",2000,1.02,0.884,"2","0",3203,0
58,"M",1995,1.6,1.38,"6","0",925,0
52,"M",1995,1.34,1.52,"6","0",4996,0
53,"F",1995,0.79,1.01,"2","0",4990,0
52,"M",1995,1.33,2.44,"8","0",4988,0
51,"M",2001,1.55,1.26,"6","0",3064,0
80,"F",1998,1.54,1.95,"8","0",2483,1
68,"M",1996,2.67,2.49,"10","0",3192,1
57,"F",1997,1.34,1.42,"5","0",852,0
65,"M",2003,1.11,1.75,"6","0",634,1
54,"F",2003,0.881,1.18,"2","0",2241,0
59,"M",1995,1.23,1.6,"6","0",4996,0
66,"F",1996,1.41,1.55,"6","0",4842,0
52,"F",1996,1.28,1.16,"4","0",4890,0
87,"M",1999,3.6,2.61,"10","0",97,1
58,"F",1997,0.741,0.56,"1","0",4402,0
61,"M",1996,0.76,1.31,"2","0",4925,0
56,"F",1997,0.924,1.16,"3","0",4261,0
59,"M",1996,1.01,1.37,"4","0",4893,0
72,"F",1995,1.88,2.09,"9","0",4990,0
62,"M",1995,1.69,1.71,"8","0",3929,1
58,"M",1995,3.85,3.26,"10","0",1484,1
54,"F",1998,2.06,1.92,"9","0",1902,0
66,"M",2001,4.87,4.4,"10","0",2898,0
58,"M",2001,4.27,3.9,"10","0",1090,1
64,"M",1995,2.07,2.13,"9","0",5053,0
62,"F",1996,1.04,1.07,"3","0",4607,0
70,"M",1995,0.93,1.36,"3","0",1606,1
71,"M",1996,1.62,1.24,"6","0",4773,0
58,"M",1996,1.41,1.18,"5","0",4736,0
57,"F",1996,1.19,1.15,"4","0",1897,0
51,"M",1996,0.75,1.81,"5","0",4915,0
85,"F",1996,1.27,1.46,"5","0",2019,0
54,"F",1997,2.16,3.1,"10","0",4477,0
82,"F",1995,1.55,1.36,"6","0",4957,0
75,"F",1996,0.952,1.58,"4","0",2599,1
65,"M",1997,1.14,1.06,"3","0",4355,0
81,"F",1995,1,1.49,"4","0",4981,0
51,"F",1995,1.66,2.97,"9","0",4978,0
52,"M",1997,1.49,1.86,"7","0",3017,0
67,"M",1996,1.09,1.92,"6","0",4709,0
50,"F",1996,0.405,0.275,"1","0",4668,0
55,"F",1996,1.14,1.31,"4","0",4695,0
53,"M",2003,1.58,1.2,"5","0",1462,0
54,"M",2003,1.42,1.3,"5","0",2281,0
90,"F",1999,2.47,2.7,"10","0",372,1
54,"F",1997,1.52,1.18,"5","0",4516,0
51,"F",1997,0.675,0.381,"1","1",4396,0
50,"M",1998,0.952,0.644,"1","0",4193,0
65,"F",1995,0.42,1.22,"1","0",4988,0
61,"F",1997,0.91,1.43,"4","0",4324,0
78,"M",1995,1.83,1.95,"8","0",4191,1
72,"F",1997,1.34,1.33,"5","0",4530,0
60,"F",1997,0.225,1.16,"1","1",4343,0
57,"M",1996,1.39,2.01,"8","0",4905,0
56,"M",1998,1.36,1.07,"4","0",1294,0
70,"M",1995,1.44,1.38,"6","0",4997,0
57,"M",1996,1.33,2.25,"8","0",4643,0
62,"M",1997,1.44,1.41,"6","0",4242,0
56,"F",1998,1.07,0.992,"2","0",4186,0
58,"M",1996,1.5,1.78,"7","0",476,0
52,"M",1998,0.86,1.33,"3","0",4158,0
69,"F",1996,0.9,0.99,"2","0",2416,1
53,"F",1996,1.04,1.8,"6","0",4739,0
68,"F",1996,1.68,2.59,"9","0",3150,0
65,"M",1998,2.36,1.66,"9","0",3895,0
61,"M",1996,1.65,2.43,"9","0",4872,0
56,"M",1995,1.18,1.16,"4","0",4975,0
87,"F",2001,1.15,1.33,"4","0",1563,1
80,"M",1996,2.96,2.68,"10","0",197,1
75,"M",1996,1.36,1.58,"6","0",3078,1
55,"F",1996,0.59,1.22,"2","0",4820,0
65,"M",1997,1.28,1.53,"6","0",4543,0
54,"F",1995,1.55,1.43,"6","0",4975,0
86,"F",1996,1.25,1.23,"4","0",3354,1
71,"M",1995,1.11,1.66,"5","0",4976,0
67,"F",1995,1.78,1.32,"7","0",4955,0
52,"F",1996,1.91,2.21,"9","0",4831,0
65,"M",1996,0.294,0.973,"1","0",3671,1
76,"M",1996,1.43,1.31,"5","0",4655,0
59,"F",1996,0.45,0.93,"1","0",4885,0
54,"F",1996,0.88,1.28,"3","0",4918,0
84,"F",1997,1.79,1.86,"8","0",4396,0
66,"F",1995,2.12,2.25,"9","0",5005,0
57,"M",1995,0.5,0.8,"1","0",5002,0
52,"F",1996,1.09,1.33,"4","0",4628,0
62,"M",1997,0.634,1.15,"2","0",157,1
78,"M",1996,0.94,1.16,"3","0",3370,1
59,"M",1998,1.41,1.78,"7","0",4124,0
56,"M",1997,0.742,0.447,"1","1",4397,0
67,"M",1996,1.32,1.21,"4","0",4660,0
61,"M",1996,1.26,1.25,"4","0",4754,0
59,"F",1998,0.702,1.39,"3","0",3896,0
75,"F",1996,1.04,1.33,"4","0",3149,1
69,"M",2002,1.07,0.951,"2","0",2422,0
63,"F",1998,2.23,2.02,"9","0",4033,0
56,"M",2000,1.91,1.89,"8","0",2956,0
60,"M",1995,1.05,1.18,"3","0",4997,0
82,"F",1999,1.21,1.99,"7","0",3732,0
55,"M",1996,1.44,1.79,"7","0",4835,0
56,"M",2001,1.15,1.51,"5","0",2444,0
59,"M",1999,0.807,0.991,"2","0",3515,0
65,"F",1996,1.15,1.31,"4","0",4927,0
84,"F",1995,1.17,1.63,"5","0",3099,1
58,"F",1998,1.19,1.21,"4","0",4163,0
51,"M",1996,1.23,1.62,"6","0",4752,0
78,"M",1995,2.41,2.72,"10","0",2316,1
58,"F",1996,0.777,1.1,"2","0",4736,0
68,"F",1996,1.47,1.49,"6","0",4696,0
79,"M",1996,1.29,1.48,"5","0",2819,1
74,"F",1996,2.2,2.61,"10","0",4830,0
56,"F",1997,1.19,0.986,"3","0",4478,0
56,"F",1996,1.25,1.43,"5","0",4673,0
63,"F",1996,1.82,2.15,"9","0",2018,1
56,"F",1997,0.903,1,"2","0",4509,0
80,"F",1996,1.18,1.94,"7","0",3311,1
51,"F",1996,1,1.48,"4","0",4843,0
70,"M",1998,1.41,1.34,"5","0",3861,0
59,"F",1996,1.59,2.15,"8","0",4590,0
57,"F",1997,0.911,1.33,"3","0",4421,0
72,"F",1996,1.41,1.68,"7","0",4815,0
58,"M",1995,0.31,1.13,"1","0",4939,0
54,"F",1996,1.46,1.8,"7","0",4737,0
69,"F",1996,1.26,2.18,"8","0",4892,0
57,"F",1995,0.48,0.55,"1","0",4964,0
56,"M",1996,0.83,1.42,"3","0",4894,0
69,"M",1996,1.09,1.68,"5","0",744,1
67,"M",1998,1.83,1.62,"8","0",138,1
53,"F",2003,1.18,1.62,"5","0",2048,0
79,"M",1997,3.14,4.91,"10","0",1054,1
54,"F",1995,1.01,1.33,"4","0",4981,0
55,"F",1996,1.85,2.74,"9","0",1558,1
65,"F",1996,0.83,1.25,"2","0",4626,0
70,"F",1996,1.19,0.336,"1","1",3143,1
93,"F",1996,2.36,2.5,"10","0",899,1
82,"F",1996,2.27,1.72,"9","0",4368,1
72,"F",1997,0.887,0.967,"2","0",4443,0
56,"F",1996,1.27,1.42,"5","0",4604,0
80,"F",1997,3.07,3.45,"10","0",3645,1
55,"M",1996,1.93,1.44,"7","0",3744,1
52,"M",1995,0.73,1.47,"3","0",1451,0
69,"F",1995,1.18,1.68,"6","0",3365,1
51,"F",1997,1.09,1.46,"4","0",4551,0
82,"F",1996,1.61,1.94,"8","0",4704,0
57,"M",1996,1.66,1.27,"6","0",4640,0
81,"M",1996,1.86,2.46,"9","0",1174,1
51,"F",1995,1.45,1.57,"6","0",4995,0
60,"F",1997,1.86,2.64,"9","0",4374,0
64,"F",2001,1.98,1.48,"8","0",3079,0
67,"F",1996,0.929,1.15,"2","0",4682,0
50,"M",1997,1.46,1.09,"4","0",4219,0
89,"F",1998,2.44,1.69,"9","0",1744,0
68,"F",2002,1.67,2.09,"8","0",2422,0
62,"F",1996,0.99,1.48,"4","0",4822,0
67,"F",1996,1.74,1.84,"8","0",4211,1
54,"F",1996,1.04,1.09,"3","0",4645,0
69,"M",1996,0.32,1,"1","0",2926,1
63,"M",1996,2.06,2.12,"9","0",4573,0
58,"F",1995,1.26,1.05,"3","0",4953,0
51,"F",1996,1.21,1.57,"5","0",4761,0
72,"M",1996,0.7,0.62,"1","0",4822,0
77,"M",1997,1.5,1.68,"7","0",4324,0
83,"M",1995,2.18,2.23,"9","0",568,1
62,"M",1995,1.22,0.98,"3","0",4992,0
64,"F",1996,0.807,2.09,"6","0",4730,0
68,"M",1996,2.89,2.21,"10","0",4305,1
57,"F",1995,0.93,1.3,"3","0",924,1
75,"M",1995,1.37,1.48,"6","0",4056,1
88,"M",1995,1.18,1.28,"4","0",494,1
54,"M",1996,1.35,1.97,"7","0",1752,1
58,"M",1995,1.07,1.02,"3","0",4950,0
75,"M",1996,1.12,1.86,"6","0",4891,0
55,"F",1998,1.68,1.5,"7","0",4024,0
51,"F",1999,0.297,1.03,"1","0",3668,0
70,"F",1997,0.924,1.06,"2","0",4390,0
52,"F",1996,0.787,1.39,"3","0",4750,0
71,"F",1999,1.68,1.57,"7","0",3583,0
63,"F",1995,0.71,1.2,"2","0",4976,0
53,"M",1996,0.48,1.55,"2","0",4870,0
63,"M",1996,1.25,2.04,"7","0",4701,0
83,"F",1996,2.31,2.21,"9","0",1212,1
76,"M",1996,0.982,1.93,"6","0",3689,0
51,"M",1997,1.47,1,"4","0",4215,0
53,"F",1998,1.58,1.98,"8","0",4155,0
66,"F",1996,6.5,4.38,"10","0",219,1
61,"F",1997,1.22,1.09,"3","0",4347,0
54,"M",2003,1.11,1.69,"5","0",2303,0
55,"M",1996,1.09,1.4,"4","0",4894,0
57,"F",2000,0.766,0.53,"1","0",839,0
64,"F",1996,1.57,0.97,"4","0",4673,0
74,"M",1996,1.92,1.68,"8","0",1577,1
71,"F",1996,0.7,1.16,"2","0",4880,0
65,"M",1996,0.42,0.86,"1","0",4796,0
51,"F",1997,1.78,1.49,"7","0",4409,0
72,"M",1996,0.999,1.28,"3","0",745,1
62,"M",1996,1.54,1.21,"5","0",4835,0
67,"M",1996,0.43,0.94,"1","0",4920,0
82,"M",1998,1.23,1.94,"7","0",3912,0
69,"M",1997,1.41,1.32,"5","0",4470,0
59,"M",1996,0.75,1.31,"2","0",3217,1
52,"M",1998,0.637,0.517,"1","0",4191,0
59,"M",1996,1.26,1.73,"6","0",4793,0
66,"M",1996,1.31,1.56,"6","0",4683,0
65,"M",1996,0.13,0.5,"1","0",4864,0
66,"F",1996,1.5,2.12,"8","0",4653,0
65,"M",1997,0.879,1.06,"2","0",325,1
70,"F",1999,1.83,1.92,"8","0",3526,0
56,"M",1997,1.19,1.19,"4","0",4264,0
58,"F",1996,1.46,1.19,"5","0",4593,0
66,"F",1996,0.77,0.99,"2","0",4536,0
58,"M",2000,1.99,1.48,"8","0",3337,0
58,"M",2003,1.8,1.68,"8","0",2287,0
61,"F",1995,0.63,1.15,"2","0",3384,1
62,"F",1995,1.22,1.72,"6","0",4978,0
61,"M",1999,2.88,2.41,"10","0",3830,0
53,"M",1996,2.22,2.13,"9","0",4677,0
53,"M",1996,1.55,1.58,"7","0",245,0
72,"F",1996,2.38,2.27,"9","0",4907,0
77,"F",1996,1.89,3.48,"10","0",890,1
70,"M",2001,1.25,1.25,"4","0",2889,1
87,"F",1995,2.68,4.1,"10","0",969,1
53,"F",1996,1.83,2.27,"9","0",4831,0
51,"F",1995,1.45,1.75,"7","0",4975,0
80,"M",1997,0.259,0.32,"1","0",3399,1
80,"F",1996,1.45,1.67,"7","0",4856,0
79,"F",1997,1.02,0.916,"2","0",4408,0
67,"M",1996,1.23,1.45,"5","0",4677,1
71,"M",1997,1.18,1.29,"4","0",4528,0
76,"M",1996,1.37,1.34,"5","0",4597,0
53,"F",1995,1.3,1.27,"5","0",5003,0
66,"M",1997,1,1.02,"2","0",231,1
76,"F",1996,1.64,2.81,"9","0",3864,0
81,"F",1998,1.19,1.42,"5","0",2556,1
59,"F",1996,1.19,1.09,"3","0",4754,0
82,"F",1997,2.3,2.22,"9","0",4416,0
63,"F",1995,1.29,1.58,"6","0",4977,0
55,"M",1997,1.19,1.58,"5","0",4275,0
64,"M",1999,1.67,1.6,"7","0",3270,1
68,"F",2003,1.19,1.12,"3","0",2027,0
65,"M",1996,1.03,1.61,"5","0",4904,0
59,"M",1996,1.34,1.54,"6","0",4841,0
60,"F",1996,1.37,1.43,"5","0",4803,0
57,"F",1997,0.9,1.73,"5","0",4554,0
62,"M",1997,1.53,1.91,"8","0",4270,0
56,"M",1999,1.41,1.45,"6","0",225,0
81,"F",1996,1.68,1.3,"6","0",1996,1
53,"F",1996,2.98,2.14,"10","0",4610,0
88,"F",1997,1.49,1.75,"7","0",1813,1
51,"M",1997,1.02,1.08,"3","0",4463,0
55,"F",1997,1.78,1.94,"8","0",4562,0
51,"F",1997,1.38,1.55,"6","0",3867,1
59,"M",1996,1.7,1.7,"8","0",3128,1
67,"M",1998,1.6,1.68,"7","0",4187,0
66,"F",1996,1.34,1.71,"6","0",4618,0
51,"M",2000,1.2,1.88,"7","0",3112,0
57,"M",1996,1.2,1.6,"5","0",4868,0
73,"M",1997,0.604,1.03,"1","0",4544,0
68,"F",1995,1.44,1.82,"7","0",4999,0
50,"M",1996,1.38,1.33,"5","0",4688,0
75,"F",1995,1.32,1.42,"5","0",4978,0
84,"F",1997,1.93,1.8,"8","0",2332,1
78,"M",1995,0.95,1.94,"6","0",1,1
72,"F",1996,1.18,1.51,"5","0",4775,0
70,"F",2002,1.13,1.53,"5","0",2510,0
61,"M",2003,2.72,2.12,"10","0",2303,0
65,"F",1996,0.739,1.04,"2","0",2530,1
54,"F",1999,2.26,2.2,"9","0",3793,0
73,"M",1996,1.14,1.36,"4","0",3588,1
57,"F",1996,1.22,1.24,"4","0",4645,0
64,"F",1996,0.97,1.47,"4","0",4807,0
68,"M",1996,1.23,1.63,"6","0",4817,0
78,"F",1996,1.87,2.41,"9","0",1652,1
69,"F",1996,1.14,1.46,"5","0",4793,0
79,"M",1996,1.2,1.27,"4","0",4667,0
52,"F",1996,1.04,1.57,"5","0",4620,0
67,"F",1996,1.31,1.6,"6","0",4599,1
90,"M",1997,2.99,3.32,"10","0",1210,1
55,"F",1995,1.13,1.43,"5","0",4941,0
70,"M",1996,1.33,1.47,"5","0",4822,0
74,"M",1995,1.5,3.88,"10","0",1981,1
52,"M",1999,0.971,1.51,"4","0",3690,0
60,"F",1999,1.1,1.71,"6","0",2187,1
58,"M",1998,1.33,1.57,"6","0",3868,0
67,"M",1996,2.51,2.31,"10","0",4719,0
77,"M",1997,2.82,2.44,"10","0",283,1
55,"F",1997,0.84,1.18,"2","0",4227,0
52,"M",1998,2.39,1.92,"9","0",4115,0
74,"F",1998,1.21,1.43,"5","0",2719,1
62,"F",2003,2.01,1.98,"9","0",2323,0
72,"M",1995,1.91,1.66,"8","0",4803,1
82,"F",1996,1.66,1.41,"7","0",1970,1
51,"F",1996,0.5,0.82,"1","0",4796,0
89,"F",1996,1.5,3,"9","0",427,1
67,"F",1996,0.71,1.3,"2","0",4708,0
61,"M",1998,1.95,2.19,"9","0",3968,0
50,"M",1998,1.17,1.16,"3","0",4177,0
54,"F",1995,0.53,1.21,"1","0",4975,0
54,"F",2002,1.7,1.72,"8","0",2507,0
81,"F",2001,1.03,0.996,"2","0",1545,1
83,"F",1996,1.82,2.03,"8","0",4662,0
78,"M",1995,1.19,1.75,"6","0",5002,0
51,"M",1996,1.09,1.62,"5","0",122,1
64,"M",2001,1.06,0.852,"2","0",1597,1
55,"F",1997,0.682,1.61,"3","0",4554,0
59,"F",2003,1.43,1.8,"7","0",2191,0
75,"M",1998,2.1,2.05,"9","0",3056,1
70,"F",1995,0.43,1.37,"2","0",4963,0
57,"F",2001,1.18,1.64,"6","0",2912,0
69,"M",1995,1.85,1.44,"7","0",4715,1
50,"F",1996,0.74,1.74,"4","0",4900,0
82,"M",1996,0.89,1.6,"4","0",1566,1
58,"F",1995,1.52,1.26,"5","0",4997,0
60,"F",1996,0.876,1.31,"3","0",4729,0
52,"M",1997,1.18,1.26,"4","0",1097,1
71,"F",1996,1.32,1.29,"5","0",4634,0
62,"F",1996,1.08,1.31,"4","0",4834,0
72,"F",1996,0.87,1.01,"2","0",3794,0
63,"M",1996,2.38,2.01,"9","0",4906,0
54,"M",1995,0.9,0.98,"2","0",1226,0
69,"M",1998,0.825,0.375,"1","1",3995,0
63,"F",1995,2.1,2.04,"9","0",4991,0
69,"F",1995,1.14,1.59,"5","0",5096,0
56,"M",1995,0.94,1.37,"3","0",4947,0
67,"M",1997,3.6,2.72,"10","0",4527,0
67,"F",1996,1.64,1.28,"6","0",4759,0
54,"M",1997,0.854,1.59,"4","0",4536,0
78,"M",1999,1.9,4.65,"10","0",2979,1
76,"M",1997,0.962,1.21,"3","0",2919,1
58,"M",2002,1.66,2.55,"9","0",2470,0
79,"F",1995,1.06,1.68,"5","0",3177,0
70,"F",1995,0.29,1.02,"1","0",4198,1
61,"M",1996,1.28,1.31,"5","0",4753,0
59,"M",1996,0.996,1.11,"3","0",4675,0
50,"F",1996,1.39,1.2,"5","0",4760,0
63,"F",1998,0.82,0.92,"1","0",4092,0
65,"F",1996,1.15,1.23,"4","0",4645,0
65,"F",1997,0.837,1.01,"2","0",4355,0
53,"F",1996,1.2,1.08,"3","0",4635,0
69,"M",1996,1.7,1.74,"8","0",3340,1
65,"M",1996,2.3,2.96,"10","0",4054,1
73,"F",1999,3.26,3.06,"10","0",1361,1
